group,track_id,initial_class,final_class,germination_target,final_label,pg_el_observed,first_pg_el_frame,last_pg_el_frame,pg_el_count,pg_im_count,total_frames,transition_count
pg6_3,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_3,2,pg_im,pg_el,1,GERMINATED,True,40.0,97.0,58,39,97,1
pg6_3,3,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg6_3,4,pg_im,pg_el,1,GERMINATED,True,34.0,97.0,64,33,97,1
pg6_3,5,pg_im,pg_el,1,GERMINATED,True,34.0,97.0,64,33,97,1
pg6_3,6,pg_im,pg_el,1,GERMINATED,True,58.0,97.0,40,57,97,1
pg6_3,7,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg6_3,8,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg6_3,9,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg6_4,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_4,1,pg_im,pg_el,1,GERMINATED,True,42.0,97.0,56,41,97,1
pg6_4,2,pg_im,pg_el,1,GERMINATED,True,13.0,97.0,85,12,97,1
pg6_4,3,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg6_4,4,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg6_4,5,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_4,6,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg6_4,7,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg6_4,8,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg6_4,9,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg6_5,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_5,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_5,2,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_5,3,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_5,4,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_5,5,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,81,16,97,1
pg6_5,6,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg6_5,7,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg6_5,8,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg6_5,9,pg_im,pg_el,1,GERMINATED,True,41.0,97.0,57,40,97,1
pg6_5,10,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg6_6,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_6,1,pg_im,pg_el,1,GERMINATED,True,11.0,97.0,87,10,97,1
pg6_6,2,pg_im,pg_el,1,GERMINATED,True,11.0,97.0,87,10,97,1
pg6_6,3,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg6_6,4,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_6,5,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg6_6,6,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_6,7,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_6,8,pg_im,pg_el,1,GERMINATED,True,15.0,97.0,83,14,97,1
pg6_6,9,pg_im,pg_el,1,GERMINATED,True,8.0,97.0,90,7,97,1
pg6_7,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_7,1,pg_im,pg_el,1,GERMINATED,True,64.0,97.0,34,63,97,1
pg6_7,2,pg_im,pg_el,1,GERMINATED,True,12.0,97.0,86,11,97,1
pg6_7,3,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg6_7,4,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg6_7,5,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg6_7,6,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg6_7,7,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg6_7,8,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg6_7,9,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg6_8,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_8,1,pg_im,pg_el,1,GERMINATED,True,38.0,97.0,60,37,97,1
pg6_8,2,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg6_8,3,pg_im,pg_el,1,GERMINATED,True,38.0,97.0,60,37,97,1
pg6_8,4,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,81,16,97,1
pg6_8,5,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,74,23,97,3
pg6_8,6,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg6_8,7,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg6_8,8,pg_im,pg_el,1,GERMINATED,True,69.0,97.0,29,68,97,1
pg6_8,9,pg_im,pg_el,1,GERMINATED,True,84.0,97.0,14,83,97,1
pg6_9,0,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg6_9,1,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg6_9,2,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg6_9,3,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg6_9,4,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,72,25,97,3
pg6_9,5,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg6_9,6,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg6_9,7,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg6_9,8,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg6_9,9,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg7_1,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_1,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_1,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_1,3,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg7_1,4,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg7_1,5,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg7_1,6,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg7_1,7,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg7_1,8,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg7_1,9,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg7_10,0,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg7_10,1,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg7_10,2,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg7_10,3,pg_im,pg_el,1,GERMINATED,True,41.0,97.0,57,40,97,1
pg7_10,4,pg_im,pg_el,1,GERMINATED,True,15.0,97.0,83,14,97,1
pg7_10,5,pg_im,pg_el,1,GERMINATED,True,54.0,97.0,44,53,97,1
pg7_10,6,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_10,7,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_10,8,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg7_10,9,pg_im,pg_el,1,GERMINATED,True,13.0,97.0,85,12,97,1
pg7_11,0,pg_im,pg_el,1,GERMINATED,True,46.0,97.0,52,45,97,1
pg7_11,1,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg7_11,2,pg_im,pg_el,1,GERMINATED,True,58.0,97.0,39,58,97,3
pg7_11,3,pg_im,pg_el,1,GERMINATED,True,52.0,97.0,46,51,97,1
pg7_11,4,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,70,27,97,3
pg7_11,5,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg7_11,6,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg7_11,7,pg_im,pg_el,1,GERMINATED,True,15.0,97.0,83,14,97,1
pg7_11,8,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg7_11,9,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg7_12,0,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg7_12,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_12,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_12,3,pg_im,pg_el,1,GERMINATED,True,51.0,97.0,47,50,97,1
pg7_12,4,pg_im,pg_el,1,GERMINATED,True,42.0,97.0,54,43,97,3
pg7_12,5,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg7_12,6,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg7_12,7,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg7_12,8,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg7_12,9,pg_im,pg_el,1,GERMINATED,True,50.0,97.0,48,49,97,1
pg7_2,0,pg_im,pg_el,1,GERMINATED,True,44.0,97.0,54,43,97,1
pg7_2,1,pg_im,pg_el,1,GERMINATED,True,59.0,97.0,39,58,97,1
pg7_2,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_2,3,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg7_2,4,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg7_2,5,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg7_2,6,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg7_2,7,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg7_2,8,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg7_2,9,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg7_3,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_3,1,pg_im,pg_el,1,GERMINATED,True,86.0,97.0,12,85,97,1
pg7_3,2,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg7_3,3,pg_im,pg_el,1,GERMINATED,True,43.0,97.0,55,42,97,1
pg7_3,4,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg7_3,5,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg7_3,6,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg7_3,7,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg7_3,8,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg7_3,9,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg7_4,0,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg7_4,1,pg_im,pg_el,1,GERMINATED,True,66.0,97.0,32,65,97,1
pg7_4,2,pg_im,pg_el,1,GERMINATED,True,15.0,97.0,83,14,97,1
pg7_4,3,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg7_4,4,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg7_4,5,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg7_4,6,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg7_4,7,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg7_4,8,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg7_4,9,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg7_5,0,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg7_5,1,pg_im,pg_el,1,GERMINATED,True,74.0,97.0,24,73,97,1
pg7_5,2,pg_im,pg_el,1,GERMINATED,True,54.0,97.0,44,53,97,1
pg7_5,3,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg7_5,4,pg_im,pg_el,1,GERMINATED,True,40.0,97.0,58,39,97,1
pg7_5,5,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg7_5,6,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg7_5,7,pg_im,pg_el,1,GERMINATED,True,36.0,97.0,62,35,97,1
pg7_5,8,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg7_5,9,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg7_6,0,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg7_6,1,pg_im,pg_el,1,GERMINATED,True,15.0,97.0,83,14,97,1
pg7_6,2,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg7_6,3,pg_im,pg_el,1,GERMINATED,True,15.0,97.0,83,14,97,1
pg7_6,4,pg_im,pg_el,1,GERMINATED,True,13.0,97.0,85,12,97,1
pg7_6,5,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg7_6,6,pg_im,pg_el,1,GERMINATED,True,34.0,97.0,64,33,97,1
pg7_6,7,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg7_6,8,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg7_6,9,pg_im,pg_el,1,GERMINATED,True,13.0,97.0,85,12,97,1
pg7_7,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_7,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_7,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_7,3,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg7_7,4,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg7_7,5,pg_im,pg_el,1,GERMINATED,True,34.0,97.0,64,33,97,1
pg7_7,6,pg_im,pg_el,1,GERMINATED,True,47.0,97.0,51,46,97,1
pg7_7,7,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg7_7,8,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg7_7,9,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg7_8,0,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg7_8,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_8,2,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg7_8,3,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg7_8,4,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg7_8,5,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg7_8,6,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,81,16,97,1
pg7_8,7,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg7_8,8,pg_im,pg_el,1,GERMINATED,True,55.0,97.0,43,54,97,1
pg7_8,9,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg7_9,0,pg_im,pg_el,1,GERMINATED,True,40.0,97.0,58,39,97,1
pg7_9,1,pg_im,pg_el,1,GERMINATED,True,53.0,97.0,45,52,97,1
pg7_9,2,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg7_9,3,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg7_9,4,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg7_9,5,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg7_9,6,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg7_9,7,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg7_9,8,pg_im,pg_el,1,GERMINATED,True,45.0,97.0,53,44,97,1
pg7_9,9,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg8_1,0,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg8_1,1,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg8_1,2,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg8_1,3,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg8_1,4,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg8_1,5,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg8_1,6,pg_im,pg_el,1,GERMINATED,True,38.0,97.0,58,39,97,3
pg8_1,7,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg8_1,8,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg8_1,9,pg_im,pg_el,1,GERMINATED,True,36.0,97.0,62,35,97,1
pg8_1,10,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg8_1,11,pg_im,pg_el,1,GERMINATED,True,4.0,97.0,90,7,97,3
