group,frame,object_index,class,xmin,ymin,xmax,ymax,center_x,center_y,width,height
zm4_3,25,10,zm_im,265.0,439.0,335.0,523.0,300.0,481.0,70.0,84.0
zm4_3,26,1,zm_im,181.0,143.0,259.0,216.0,220.0,179.5,78.0,73.0
zm4_3,26,2,zm_im,117.0,237.0,183.0,303.0,150.0,270.0,66.0,66.0
zm4_3,26,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,26,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,26,5,zm_im,269.0,237.0,329.0,317.0,299.0,277.0,60.0,80.0
zm4_3,26,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,26,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,26,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,26,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,26,10,zm_im,265.0,439.0,335.0,523.0,300.0,481.0,70.0,84.0
zm4_3,27,1,zm_im,181.0,143.0,259.0,216.0,220.0,179.5,78.0,73.0
zm4_3,27,2,zm_im,117.0,237.0,184.0,303.0,150.5,270.0,67.0,66.0
zm4_3,27,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,27,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,27,5,zm_im,269.0,237.0,329.0,317.0,299.0,277.0,60.0,80.0
zm4_3,27,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,27,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,27,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,27,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,27,10,zm_im,265.0,439.0,335.0,523.0,300.0,481.0,70.0,84.0
zm4_3,28,1,zm_im,181.0,143.0,259.0,216.0,220.0,179.5,78.0,73.0
zm4_3,28,2,zm_im,117.0,237.0,184.0,303.0,150.5,270.0,67.0,66.0
zm4_3,28,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,28,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,28,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,28,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,28,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,28,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,28,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,28,10,zm_im,265.0,439.0,335.0,523.0,300.0,481.0,70.0,84.0
zm4_3,29,1,zm_im,181.0,143.0,259.0,216.0,220.0,179.5,78.0,73.0
zm4_3,29,2,zm_im,117.0,237.0,184.0,303.0,150.5,270.0,67.0,66.0
zm4_3,29,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,29,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,29,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,29,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,29,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,29,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,29,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,29,10,zm_im,265.0,439.0,335.0,523.0,300.0,481.0,70.0,84.0
zm4_3,30,1,zm_im,181.0,143.0,259.0,216.0,220.0,179.5,78.0,73.0
zm4_3,30,2,zm_im,117.0,237.0,184.0,303.0,150.5,270.0,67.0,66.0
zm4_3,30,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,30,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,30,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,30,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,30,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,30,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,30,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,30,10,zm_im,265.0,439.0,335.0,523.0,300.0,481.0,70.0,84.0
zm4_3,31,1,zm_im,181.0,143.0,259.0,216.0,220.0,179.5,78.0,73.0
zm4_3,31,2,zm_im,117.0,237.0,184.0,303.0,150.5,270.0,67.0,66.0
zm4_3,31,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,31,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,31,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,31,6,zm_im,358.0,204.0,423.0,293.0,390.5,248.5,65.0,89.0
zm4_3,31,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,31,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,31,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,31,10,zm_im,265.0,438.0,335.0,523.0,300.0,480.5,70.0,85.0
zm4_3,32,1,zm_im,181.0,143.0,259.0,216.0,220.0,179.5,78.0,73.0
zm4_3,32,2,zm_im,117.0,237.0,184.0,303.0,150.5,270.0,67.0,66.0
zm4_3,32,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,32,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,32,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,32,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,32,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,32,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,32,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,32,10,zm_im,265.0,438.0,335.0,523.0,300.0,480.5,70.0,85.0
zm4_3,33,1,zm_im,181.0,143.0,259.0,217.0,220.0,180.0,78.0,74.0
zm4_3,33,2,zm_im,117.0,237.0,184.0,303.0,150.5,270.0,67.0,66.0
zm4_3,33,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,33,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,33,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,33,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,33,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,33,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,33,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,33,10,zm_im,265.0,438.0,335.0,523.0,300.0,480.5,70.0,85.0
zm4_3,34,1,zm_im,181.0,143.0,259.0,217.0,220.0,180.0,78.0,74.0
zm4_3,34,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,34,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,34,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,34,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,34,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,34,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,34,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,34,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,34,10,zm_im,265.0,438.0,335.0,523.0,300.0,480.5,70.0,85.0
zm4_3,35,1,zm_im,181.0,143.0,259.0,217.0,220.0,180.0,78.0,74.0
zm4_3,35,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,35,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,35,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,35,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,35,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,35,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,35,8,zm_im,164.0,385.0,233.0,474.0,198.5,429.5,69.0,89.0
zm4_3,35,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,35,10,zm_im,265.0,438.0,335.0,523.0,300.0,480.5,70.0,85.0
zm4_3,36,1,zm_im,181.0,143.0,259.0,217.0,220.0,180.0,78.0,74.0
zm4_3,36,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,36,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,36,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,36,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,36,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,36,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,36,8,zm_im,164.0,385.0,233.0,475.0,198.5,430.0,69.0,90.0
zm4_3,36,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,36,10,zm_im,265.0,438.0,335.0,523.0,300.0,480.5,70.0,85.0
zm4_3,37,1,zm_im,181.0,143.0,259.0,217.0,220.0,180.0,78.0,74.0
zm4_3,37,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,37,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,37,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,37,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,37,6,zm_im,358.0,204.0,424.0,293.0,391.0,248.5,66.0,89.0
zm4_3,37,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,37,8,zm_im,164.0,385.0,233.0,475.0,198.5,430.0,69.0,90.0
zm4_3,37,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,37,10,zm_im,265.0,438.0,335.0,523.0,300.0,480.5,70.0,85.0
zm4_3,38,1,zm_im,181.0,143.0,259.0,217.0,220.0,180.0,78.0,74.0
zm4_3,38,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,38,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,38,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,38,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,38,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,38,7,zm_im,431.0,335.0,489.0,419.0,460.0,377.0,58.0,84.0
zm4_3,38,8,zm_im,164.0,385.0,233.0,475.0,198.5,430.0,69.0,90.0
zm4_3,38,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,38,10,zm_im,265.0,438.0,335.0,523.0,300.0,480.5,70.0,85.0
zm4_3,39,1,zm_im,181.0,143.0,259.0,217.0,220.0,180.0,78.0,74.0
zm4_3,39,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,39,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,39,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,39,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,39,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,39,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,39,8,zm_im,164.0,385.0,233.0,475.0,198.5,430.0,69.0,90.0
zm4_3,39,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,39,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,40,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,40,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,40,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,40,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,40,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,40,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,40,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,40,8,zm_im,164.0,385.0,233.0,475.0,198.5,430.0,69.0,90.0
zm4_3,40,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,40,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,41,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,41,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,41,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,41,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,41,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,41,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,41,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,41,8,zm_im,164.0,385.0,233.0,475.0,198.5,430.0,69.0,90.0
zm4_3,41,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,41,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,42,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,42,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,42,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,42,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,42,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,42,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,42,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,42,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,42,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,42,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,43,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,43,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,43,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,43,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,43,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,43,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,43,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,43,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,43,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,43,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,44,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,44,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,44,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,44,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,44,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,44,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,44,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,44,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,44,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,44,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,45,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,45,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,45,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,45,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,45,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,45,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,45,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,45,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,45,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,45,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,46,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,46,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,46,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,46,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,46,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,46,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,46,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,46,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,46,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,46,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,47,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,47,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,47,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,47,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,47,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,47,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,47,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,47,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,47,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,47,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,48,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,48,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,48,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,48,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,48,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,48,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,48,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,48,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,48,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,48,10,zm_im,265.0,438.0,335.0,522.0,300.0,480.0,70.0,84.0
zm4_3,49,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,49,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,49,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,49,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,49,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,49,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,49,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,49,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,49,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,49,10,zm_im,265.0,437.0,335.0,522.0,300.0,479.5,70.0,85.0
zm4_3,50,1,zm_im,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,50,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,50,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,50,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,50,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,50,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,50,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,50,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,50,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,50,10,zm_im,265.0,437.0,335.0,522.0,300.0,479.5,70.0,85.0
zm4_3,51,1,zm_el,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,51,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,51,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,51,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,51,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,51,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,51,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,51,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,51,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,51,10,zm_im,265.0,437.0,335.0,522.0,300.0,479.5,70.0,85.0
zm4_3,52,1,zm_el,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,52,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,52,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,52,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,52,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,52,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,52,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,52,8,zm_im,164.0,384.0,233.0,475.0,198.5,429.5,69.0,91.0
zm4_3,52,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,52,10,zm_im,265.0,437.0,335.0,523.0,300.0,480.0,70.0,86.0
zm4_3,53,1,zm_el,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,53,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,53,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,53,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,53,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,53,6,zm_im,358.0,204.0,424.0,294.0,391.0,249.0,66.0,90.0
zm4_3,53,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,53,8,zm_im,163.0,383.0,233.0,475.0,198.0,429.0,70.0,92.0
zm4_3,53,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,53,10,zm_im,265.0,437.0,335.0,524.0,300.0,480.5,70.0,87.0
zm4_3,54,1,zm_el,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,54,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,54,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,54,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,54,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,54,6,zm_im,358.0,204.0,425.0,294.0,391.5,249.0,67.0,90.0
zm4_3,54,7,zm_im,431.0,335.0,489.0,420.0,460.0,377.5,58.0,85.0
zm4_3,54,8,zm_im,163.0,383.0,233.0,475.0,198.0,429.0,70.0,92.0
zm4_3,54,9,zm_im,328.0,379.0,410.0,449.0,369.0,414.0,82.0,70.0
zm4_3,54,10,zm_im,265.0,437.0,335.0,524.0,300.0,480.5,70.0,87.0
zm4_3,55,1,zm_el,181.0,142.0,259.0,217.0,220.0,179.5,78.0,75.0
zm4_3,55,2,zm_im,117.0,237.0,184.0,304.0,150.5,270.5,67.0,67.0
zm4_3,55,3,zm_im,287.0,160.0,367.0,223.0,327.0,191.5,80.0,63.0
zm4_3,55,4,zm_im,98.0,337.0,173.0,413.0,135.5,375.0,75.0,76.0
zm4_3,55,5,zm_im,269.0,236.0,329.0,317.0,299.0,276.5,60.0,81.0
zm4_3,55,6,zm_im,358.0,204.0,425.0,294.0,391.5,249.0,67.0,90.0
